,subregion_cited,year,is_oa,count_doi,subregion_citing,subregion_citing_count
1890,Northern Europe,2013,False,105984,Eastern Europe,93485
1891,Northern Europe,2013,False,105984,Southern Europe,246147
1892,Northern Europe,2013,False,105984,Northern Europe,697094
1893,Northern Europe,2013,False,105984,Western Europe,410587
1894,Northern Europe,2013,False,105984,Northern America,701717
1895,Northern Europe,2013,False,105984,Sub-Saharan Africa,48360
1896,Northern Europe,2013,False,105984,Western Asia,82077
1897,Northern Europe,2013,False,105984,Central Asia,1114
1898,Northern Europe,2013,False,105984,Northern Africa,17345
1899,Northern Europe,2013,False,105984,Melanesia,482
1900,Northern Europe,2013,False,105984,Polynesia,29
1901,Northern Europe,2013,False,105984,Micronesia,2
1902,Eastern Europe,2014,True,25573,Northern Africa,5963
1903,Eastern Europe,2014,True,25573,Western Europe,104359
1904,Eastern Europe,2014,True,25573,Australia and New Zealand,25204
1905,Eastern Europe,2014,True,25573,Southern Asia,33492
1906,Eastern Europe,2014,True,25573,Eastern Europe,113029
1907,Eastern Europe,2014,True,25573,Northern America,148982
1908,Eastern Europe,2014,True,25573,Eastern Asia,100505
1909,Eastern Europe,2014,True,25573,Latin America and the Caribbean,29189
1910,Eastern Europe,2014,True,25573,Northern Europe,81656
1911,Eastern Europe,2014,True,25573,Southern Europe,63026
1912,Eastern Europe,2014,True,25573,Western Asia,22432
1913,Eastern Europe,2014,True,25573,South-eastern Asia,13820
1914,Eastern Europe,2014,True,25573,Sub-Saharan Africa,11925
1915,Eastern Europe,2014,True,25573,Melanesia,115
1916,Eastern Europe,2014,True,25573,Central Asia,637
1917,Eastern Europe,2014,True,25573,Polynesia,6
1918,Sub-Saharan Africa,2017,False,13462,Northern Europe,16729
1919,Sub-Saharan Africa,2017,False,13462,Southern Europe,11359
1920,Sub-Saharan Africa,2017,False,13462,Northern America,30425
1921,Sub-Saharan Africa,2017,False,13462,Sub-Saharan Africa,37633
1922,Sub-Saharan Africa,2017,False,13462,Western Europe,16813
1923,Sub-Saharan Africa,2017,False,13462,Latin America and the Caribbean,8889
1924,Sub-Saharan Africa,2017,False,13462,Australia and New Zealand,7963
1925,Sub-Saharan Africa,2017,False,13462,South-eastern Asia,7576
1926,Sub-Saharan Africa,2017,False,13462,Eastern Asia,38285
1927,Sub-Saharan Africa,2017,False,13462,Eastern Europe,7927
1928,Sub-Saharan Africa,2017,False,13462,Southern Asia,21336
1929,Sub-Saharan Africa,2017,False,13462,Western Asia,9921
1930,Sub-Saharan Africa,2017,False,13462,Northern Africa,3547
1931,Sub-Saharan Africa,2017,False,13462,Central Asia,236
1932,Sub-Saharan Africa,2017,False,13462,Melanesia,105
1933,Sub-Saharan Africa,2017,False,13462,Polynesia,11
1934,Western Asia,2013,False,33676,Latin America and the Caribbean,26683
1935,Western Asia,2013,False,33676,Western Asia,129688
1936,Western Asia,2013,False,33676,South-eastern Asia,24851
1937,Western Asia,2013,False,33676,Southern Asia,73004
1938,Western Asia,2013,False,33676,Eastern Asia,158581
1939,Western Asia,2013,False,33676,Northern America,143171
1940,Western Asia,2013,False,33676,Northern Europe,60352
1941,Western Asia,2013,False,33676,Australia and New Zealand,26128
1942,Western Asia,2013,False,33676,Eastern Europe,23917
1943,Western Asia,2013,False,33676,Western Europe,69731
1944,Western Asia,2013,False,33676,Southern Europe,54899
1945,Western Asia,2013,False,33676,Northern Africa,17982
1946,Western Asia,2013,False,33676,Sub-Saharan Africa,10860
1947,Western Asia,2013,False,33676,Central Asia,529
1948,Western Asia,2013,False,33676,Melanesia,131
1949,Western Asia,2013,False,33676,Polynesia,5
1950,Western Asia,2013,False,33676,Micronesia,1
1951,Northern Europe,2016,True,143243,Northern America,1240311
1952,Northern Europe,2016,True,143243,Western Europe,740567
1953,Northern Europe,2016,True,143243,Northern Europe,1083487
1954,Northern Europe,2016,True,143243,Australia and New Zealand,270344
1955,Northern Europe,2016,True,143243,Southern Asia,180505
1956,Northern Europe,2016,True,143243,Latin America and the Caribbean,179764
1957,Northern Europe,2016,True,143243,Eastern Asia,762607
1958,Northern Europe,2016,True,143243,Eastern Europe,157141
1959,Northern Europe,2016,True,143243,Western Asia,127169
1960,Northern Europe,2016,True,143243,Southern Europe,412366
1961,Northern Europe,2016,True,143243,South-eastern Asia,95767
1962,Northern Europe,2016,True,143243,Melanesia,1000
1963,Northern Europe,2016,True,143243,Northern Africa,25442
1964,Northern Europe,2016,True,143243,Sub-Saharan Africa,95359
1965,Northern Europe,2016,True,143243,Central Asia,2241
1966,Northern Europe,2016,True,143243,Polynesia,99
1967,Northern Europe,2016,True,143243,Micronesia,2
1968,South-eastern Asia,2011,False,20733,Sub-Saharan Africa,9537
1969,South-eastern Asia,2011,False,20733,Southern Europe,32666
1970,South-eastern Asia,2011,False,20733,Northern Europe,43118
1971,South-eastern Asia,2011,False,20733,Northern America,97866
1972,South-eastern Asia,2011,False,20733,Australia and New Zealand,27335
1973,South-eastern Asia,2011,False,20733,Southern Asia,65226
1974,South-eastern Asia,2011,False,20733,Eastern Asia,194131
1975,South-eastern Asia,2011,False,20733,Western Asia,25196
1976,South-eastern Asia,2011,False,20733,Eastern Europe,15027
1977,South-eastern Asia,2011,False,20733,Latin America and the Caribbean,20161
1978,South-eastern Asia,2011,False,20733,Western Europe,43785
1979,South-eastern Asia,2011,False,20733,South-eastern Asia,95102
1980,South-eastern Asia,2011,False,20733,Northern Africa,7216
1981,South-eastern Asia,2011,False,20733,Central Asia,325
1982,South-eastern Asia,2011,False,20733,Melanesia,157
1983,South-eastern Asia,2011,False,20733,Polynesia,15
1984,South-eastern Asia,2011,False,20733,Micronesia,1
1985,Micronesia,2010,False,1,Australia and New Zealand,1
1986,Micronesia,2010,False,1,Eastern Asia,1
1987,Northern America,2019,False,221023,Northern Europe,202169
1988,Northern America,2019,False,221023,Western Europe,213080
1989,Northern America,2019,False,221023,Latin America and the Caribbean,76649
1990,Northern America,2019,False,221023,Southern Asia,133722
1991,Northern America,2019,False,221023,Northern America,843161
1992,Northern America,2019,False,221023,Western Asia,79987
1993,Northern America,2019,False,221023,Australia and New Zealand,97233
1994,Northern America,2019,False,221023,Eastern Asia,682272
1995,Northern America,2019,False,221023,Southern Europe,147105
1996,Northern America,2019,False,221023,South-eastern Asia,60915
1997,Northern America,2019,False,221023,Eastern Europe,60775
1998,Northern America,2019,False,221023,Northern Africa,18540
1999,Northern America,2019,False,221023,Sub-Saharan Africa,27648
2000,Northern America,2019,False,221023,Central Asia,1455
2001,Northern America,2019,False,221023,Melanesia,350
2002,Northern America,2019,False,221023,Polynesia,38
2003,Northern America,2019,False,221023,Micronesia,3
2004,Australia and New Zealand,2017,False,41299,Northern Europe,84588
2005,Australia and New Zealand,2017,False,41299,Eastern Asia,216881
2006,Australia and New Zealand,2017,False,41299,Southern Asia,49461
2007,Australia and New Zealand,2017,False,41299,Sub-Saharan Africa,12281
2008,Australia and New Zealand,2017,False,41299,Northern America,155904
2009,Australia and New Zealand,2017,False,41299,Western Europe,72452
2010,Australia and New Zealand,2017,False,41299,Southern Europe,49235
2011,Australia and New Zealand,2017,False,41299,Eastern Europe,19467
2012,Australia and New Zealand,2017,False,41299,Latin America and the Caribbean,27275
2013,Australia and New Zealand,2017,False,41299,Australia and New Zealand,148235
2014,Australia and New Zealand,2017,False,41299,South-eastern Asia,25221
2015,Australia and New Zealand,2017,False,41299,Western Asia,24906
2016,Australia and New Zealand,2017,False,41299,Northern Africa,5955
2017,Australia and New Zealand,2017,False,41299,Central Asia,437
2018,Australia and New Zealand,2017,False,41299,Melanesia,466
2019,Australia and New Zealand,2017,False,41299,Polynesia,38
2020,Australia and New Zealand,2017,False,41299,Micronesia,1
2021,Northern Europe,2014,False,93943,Eastern Asia,433716
2022,Northern Europe,2014,False,93943,Latin America and the Caribbean,84246
2023,Northern Europe,2014,False,93943,South-eastern Asia,51864
2024,Northern Europe,2014,False,93943,Northern Europe,551359
2025,Northern Europe,2014,False,93943,Australia and New Zealand,131801
2026,Northern Europe,2014,False,93943,Western Europe,331694
2027,Northern Europe,2014,False,93943,Northern America,562765
2028,Northern Europe,2014,False,93943,Western Asia,67542
2029,Northern Europe,2014,False,93943,Southern Europe,201519
2030,Northern Europe,2014,False,93943,Southern Asia,106065
2031,Northern Europe,2014,False,93943,Eastern Europe,77745
2032,Northern Europe,2014,False,93943,Sub-Saharan Africa,37783
2033,Northern Europe,2014,False,93943,Northern Africa,14200
2034,Northern Europe,2014,False,93943,Melanesia,421
2035,Northern Europe,2014,False,93943,Central Asia,995
2036,Northern Europe,2014,False,93943,Polynesia,30
2037,Northern Europe,2014,False,93943,Micronesia,1
2038,Eastern Asia,2011,False,228334,Northern Europe,349501
2039,Eastern Asia,2011,False,228334,Latin America and the Caribbean,137374
2040,Eastern Asia,2011,False,228334,Western Asia,167724
2041,Eastern Asia,2011,False,228334,Western Europe,422292
2042,Eastern Asia,2011,False,228334,South-eastern Asia,189121
2043,Eastern Asia,2011,False,228334,Southern Europe,285290
2044,Eastern Asia,2011,False,228334,Southern Asia,454119
2045,Eastern Asia,2011,False,228334,Northern America,965342
2046,Eastern Asia,2011,False,228334,Eastern Asia,2986104
2047,Eastern Asia,2011,False,228334,Australia and New Zealand,178408
2048,Eastern Asia,2011,False,228334,Eastern Europe,155162
2049,Eastern Asia,2011,False,228334,Northern Africa,50735
2050,Eastern Asia,2011,False,228334,Sub-Saharan Africa,53273
2051,Eastern Asia,2011,False,228334,Melanesia,608
2052,Eastern Asia,2011,False,228334,Central Asia,2083
2053,Eastern Asia,2011,False,228334,Polynesia,62
2054,Eastern Asia,2011,False,228334,Micronesia,1
2055,Northern America,2019,True,292684,Northern Africa,24390
2056,Northern America,2019,True,292684,Western Asia,130191
2057,Northern America,2019,True,292684,Eastern Europe,134095
2058,Northern America,2019,True,292684,Australia and New Zealand,207286
2059,Northern America,2019,True,292684,Latin America and the Caribbean,156838
2060,Northern America,2019,True,292684,Southern Asia,180306
2061,Northern America,2019,True,292684,South-eastern Asia,91057
2062,Northern America,2019,True,292684,Northern Europe,559099
2063,Northern America,2019,True,292684,Southern Europe,346735
2064,Northern America,2019,True,292684,Western Europe,618086
2065,Northern America,2019,True,292684,Northern America,1860735
2066,Northern America,2019,True,292684,Eastern Asia,973477
2067,Northern America,2019,True,292684,Sub-Saharan Africa,76975
2068,Northern America,2019,True,292684,Melanesia,726
2069,Northern America,2019,True,292684,Central Asia,2292
2070,Northern America,2019,True,292684,Polynesia,77
2071,Northern America,2019,True,292684,Micronesia,4
2072,Polynesia,2012,True,10,Western Asia,6
2073,Polynesia,2012,True,10,Western Europe,44
2074,Polynesia,2012,True,10,Polynesia,10
2075,Polynesia,2012,True,10,Northern America,38
2076,Polynesia,2012,True,10,Southern Europe,27
2077,Polynesia,2012,True,10,South-eastern Asia,3
2078,Polynesia,2012,True,10,Eastern Asia,52
2079,Polynesia,2012,True,10,Australia and New Zealand,9
2080,Polynesia,2012,True,10,Sub-Saharan Africa,12
2081,Polynesia,2012,True,10,Eastern Europe,6
2082,Polynesia,2012,True,10,Northern Africa,4
2083,Polynesia,2012,True,10,Northern Europe,12
2084,Polynesia,2012,True,10,Latin America and the Caribbean,10
2085,Polynesia,2012,True,10,Southern Asia,12
2086,Polynesia,2012,True,10,Melanesia,1
2087,Eastern Asia,2017,True,171942,Eastern Asia,1649841
2088,Eastern Asia,2017,True,171942,Southern Asia,220137
2089,Eastern Asia,2017,True,171942,Southern Europe,213828
2090,Eastern Asia,2017,True,171942,Northern America,788116
2091,Eastern Asia,2017,True,171942,Sub-Saharan Africa,45164
2092,Eastern Asia,2017,True,171942,Western Europe,337627
2093,Eastern Asia,2017,True,171942,Western Asia,106262
2094,Eastern Asia,2017,True,171942,Latin America and the Caribbean,105959
2095,Eastern Asia,2017,True,171942,Northern Europe,303776
2096,Eastern Asia,2017,True,171942,Australia and New Zealand,134882
2097,Eastern Asia,2017,True,171942,Eastern Europe,107406
2098,Eastern Asia,2017,True,171942,South-eastern Asia,99690
2099,Eastern Asia,2017,True,171942,Northern Africa,31356
2100,Eastern Asia,2017,True,171942,Central Asia,2399
2101,Eastern Asia,2017,True,171942,Melanesia,415
2102,Eastern Asia,2017,True,171942,Polynesia,65
2103,Eastern Asia,2017,True,171942,Micronesia,4
2104,South-eastern Asia,2018,False,26846,South-eastern Asia,76231
2105,South-eastern Asia,2018,False,26846,Latin America and the Caribbean,13866
2106,South-eastern Asia,2018,False,26846,Northern America,58744
2107,South-eastern Asia,2018,False,26846,Eastern Asia,176763
2108,South-eastern Asia,2018,False,26846,Western Europe,24871
2109,South-eastern Asia,2018,False,26846,Australia and New Zealand,19989
2110,South-eastern Asia,2018,False,26846,Northern Africa,6481
2111,South-eastern Asia,2018,False,26846,Northern Europe,28434
2112,South-eastern Asia,2018,False,26846,Western Asia,23793
2113,South-eastern Asia,2018,False,26846,Southern Asia,52832
2114,South-eastern Asia,2018,False,26846,Sub-Saharan Africa,8180
2115,South-eastern Asia,2018,False,26846,Southern Europe,20287
2116,South-eastern Asia,2018,False,26846,Eastern Europe,12389
2117,South-eastern Asia,2018,False,26846,Melanesia,81
2118,South-eastern Asia,2018,False,26846,Central Asia,417
2119,South-eastern Asia,2018,False,26846,Polynesia,17
2120,Western Europe,2014,False,124219,Southern Asia,138448
2121,Western Europe,2014,False,124219,Eastern Asia,650641
2122,Western Europe,2014,False,124219,Northern Europe,381881
2123,Western Europe,2014,False,124219,Western Europe,861517
2124,Western Europe,2014,False,124219,Northern America,735874
2125,Western Europe,2014,False,124219,Latin America and the Caribbean,110617
2126,Western Europe,2014,False,124219,South-eastern Asia,63189
2127,Western Europe,2014,False,124219,Eastern Europe,126819
2128,Western Europe,2014,False,124219,Western Asia,90503
2129,Western Europe,2014,False,124219,Australia and New Zealand,132967
2130,Western Europe,2014,False,124219,Southern Europe,280172
2131,Western Europe,2014,False,124219,Northern Africa,23526
2132,Western Europe,2014,False,124219,Sub-Saharan Africa,42462
2133,Western Europe,2014,False,124219,Melanesia,316
2134,Western Europe,2014,False,124219,Central Asia,1253
2135,Western Europe,2014,False,124219,Polynesia,72
2136,Western Asia,2015,False,35736,Western Europe,64935
2137,Western Asia,2015,False,35736,South-eastern Asia,28000
2138,Western Asia,2015,False,35736,Southern Europe,54240
2139,Western Asia,2015,False,35736,Eastern Asia,199533
2140,Western Asia,2015,False,35736,Australia and New Zealand,27078
2141,Western Asia,2015,False,35736,Western Asia,129610
2142,Western Asia,2015,False,35736,Northern America,140464
2143,Western Asia,2015,False,35736,Northern Europe,58377
2144,Western Asia,2015,False,35736,Southern Asia,86794
2145,Western Asia,2015,False,35736,Sub-Saharan Africa,12251
2146,Western Asia,2015,False,35736,Eastern Europe,25089
2147,Western Asia,2015,False,35736,Northern Africa,19657
2148,Western Asia,2015,False,35736,Latin America and the Caribbean,26969
2149,Western Asia,2015,False,35736,Central Asia,702
2150,Western Asia,2015,False,35736,Melanesia,161
2151,Western Asia,2015,False,35736,Polynesia,8
2152,Western Asia,2015,False,35736,Micronesia,1
2153,Polynesia,2019,True,25,Northern America,42
2154,Polynesia,2019,True,25,Northern Europe,23
2155,Polynesia,2019,True,25,South-eastern Asia,12
2156,Polynesia,2019,True,25,Southern Europe,14
2157,Polynesia,2019,True,25,Western Europe,35
2158,Polynesia,2019,True,25,Eastern Europe,5
