CitationCount,CitingInstitutions_GiniSim_perc0,CitingInstitutions_GiniSim_perc25,CitingInstitutions_GiniSim_perc50,CitingInstitutions_GiniSim_perc75,CitingInstitutions_GiniSim_perc100,CitingCountries_GiniSim_perc0,CitingCountries_GiniSim_perc25,CitingCountries_GiniSim_perc50,CitingCountries_GiniSim_perc75,CitingCountries_GiniSim_perc100,CitingSubregions_GiniSim_perc0,CitingSubregions_GiniSim_perc25,CitingSubregions_GiniSim_perc50,CitingSubregions_GiniSim_perc75,CitingSubregions_GiniSim_perc100,CitingRegions_GiniSim_perc0,CitingRegions_GiniSim_perc25,CitingRegions_GiniSim_perc50,CitingRegions_GiniSim_perc75,CitingRegions_GiniSim_perc100,CitingInstitutions_Shannon_perc0,CitingInstitutions_Shannon_perc25,CitingInstitutions_Shannon_perc50,CitingInstitutions_Shannon_perc75,CitingInstitutions_Shannon_perc100,CitingCountries_Shannon_perc0,CitingCountries_Shannon_perc25,CitingCountries_Shannon_perc50,CitingCountries_Shannon_perc75,CitingCountries_Shannon_perc100,CitingSubregions_Shannon_perc0,CitingSubregions_Shannon_perc25,CitingSubregions_Shannon_perc50,CitingSubregions_Shannon_perc75,CitingSubregions_Shannon_perc100,CitingRegions_Shannon_perc0,CitingRegions_Shannon_perc25,CitingRegions_Shannon_perc50,CitingRegions_Shannon_perc75,CitingRegions_Shannon_perc100
2,0.0,0.0,0.5,0.66666666666666674,0.99705882352941178,0.0,0.0,0.0,0.5,0.98507462686567171,0.0,0.0,0.0,0.5,0.9285714285714286,0.0,0.0,0.0,0.5,0.79999999999999993,0.0,0.0,0.69314718055994529,1.0986122886681096,5.8289456176101835,0.0,0.0,0.0,0.69314718055994529,4.2046926193909684,0.0,0.0,0.0,0.69314718055994529,2.6390573296152584,0.0,0.0,0.0,0.69314718055994529,1.6094379124341005
3,0.0,0.44444444444444442,0.625,0.75,0.99712879220468231,0.0,0.0,0.44444444444444442,0.625,0.97968749999999993,0.0,0.0,0.44444444444444442,0.5,0.923469387755102,0.0,0.0,0.0,0.5,0.79999999999999993,0.0,0.63651416829481278,1.0397207708399179,1.3862943611198906,6.1550827698911545,0.0,0.0,0.63651416829481278,1.0397207708399179,3.9703858022578036,0.0,0.0,0.63651416829481278,0.69314718055994529,2.6016824622035051,0.0,0.0,0.0,0.69314718055994529,1.6094379124341005
4,0.0,0.5,0.66666666666666674,0.79999999999999993,0.99635204081632656,0.0,0.0,0.5,0.66666666666666674,0.98231009365244537,0.0,0.0,0.48,0.625,0.91836734693877553,0.0,0.0,0.375,0.5,0.79999999999999993,0.0,0.69314718055994529,1.0986122886681096,1.6094379124341005,5.6199364493001047,0.0,0.0,0.69314718055994529,1.0986122886681096,4.0600556256360614,0.0,0.0,0.67301166700925652,1.0397207708399179,2.540036303820981,0.0,0.0,0.56233514461880829,0.69314718055994529,1.6094379124341005
5,0.0,0.625,0.75,0.83333333333333326,0.99668168048469385,0.0,0.375,0.61111111111111116,0.72,0.97800237812128421,0.0,0.31999999999999984,0.5,0.66666666666666674,0.91358024691358031,0.0,0.0,0.44444444444444442,0.56,0.79999999999999993,0.0,1.0397207708399179,1.3862943611198906,1.7917594692280547,5.83423681270148,0.0,0.56233514461880829,1.0114042647073518,1.3321790402101223,3.8692299952195346,0.0,0.50040242353818787,0.69314718055994529,1.0986122886681096,2.5314639988420584,0.0,0.0,0.63651416829481278,0.95027053923323468,1.6094379124341005
6,0.0,0.66666666666666674,0.79999999999999993,0.85714285714285721,0.99708347205707493,0.0,0.44444444444444442,0.625,0.75,0.98190175237000865,0.0,0.375,0.56,0.69387755102040816,0.921875,0.0,0.27777777777777768,0.44444444444444442,0.59375,0.79999999999999993,0.0,1.0986122886681096,1.6094379124341005,1.9730014063936125,5.8929684010531362,0.0,0.63651416829481278,1.0549201679861442,1.3862943611198906,4.0305444147152123,0.0,0.56233514461880829,0.95027053923323468,1.277034259466139,2.5993019270997944,0.0,0.45056120886630463,0.63651416829481278,0.97431475286934943,1.6094379124341005
7,0.0,0.73469387755102045,0.82644628099173556,0.87603305785123964,0.99790410621805126,0.0,0.5,0.66666666666666674,0.77551020408163263,0.9772,0.0,0.44444444444444442,0.61224489795918369,0.72,0.91906721536351166,0.0,0.27777777777777768,0.48,0.61111111111111116,0.79999999999999993,0.0,1.3862943611198906,1.7917594692280547,2.1639556568820564,6.444458869115909,0.0,0.73562193975879464,1.2148896539491203,1.5595811562598769,3.8442717674063207,0.0,0.63651416829481278,1.0397207708399179,1.3321790402101223,2.53825844588553,0.0,0.45056120886630463,0.68696157659732338,1.0114042647073518,1.6094379124341005
8,0.0,0.76,0.84375,0.8896,0.9987978374058859,0.0,0.5185185185185186,0.69387755102040816,0.78125,0.98312513697129078,0.0,0.44897959183673464,0.625,0.72222222222222221,0.915576694411415,0.0,0.31999999999999984,0.49382716049382713,0.61111111111111116,0.79999999999999993,0.0,1.5498260458782016,1.945910149055313,2.2718685126965625,6.7719966319651048,0.0,0.90025605126853692,1.3114313374732374,1.6094379124341005,4.1252500251662791,0.0,0.69314718055994529,1.073542846408523,1.3862943611198906,2.518554435966915,0.0,0.50040242353818787,0.73562193975879464,1.0114042647073518,1.6094379124341005
9,0.0,0.79012345679012341,0.86,0.90277777777777779,0.99880024766528,0.0,0.5625,0.72,0.79999999999999993,0.98239720505240524,0.0,0.48979591836734704,0.64197530864197527,0.73469387755102045,0.91363163371488032,0.0,0.345679012345679,0.5,0.61224489795918369,0.79999999999999993,0.0,1.6674619334292946,2.0431918705451206,2.3959081192939284,6.775279948236931,0.0,0.9649629230074277,1.3592367006650066,1.7118451352339119,4.1371795063681951,0.0,0.796311640173813,1.1537419427010902,1.4681399390162084,2.5058458009391167,0.0,0.56233514461880829,0.84868555772641718,1.0397207708399179,1.6094379124341005
10,0.0,0.8125,0.875,0.91124260355029585,0.99879396737457682,0.0,0.59259259259259256,0.72727272727272729,0.8125,0.98162693805067958,0.0,0.5,0.65625,0.74556213017751471,0.9168,0.0,0.375,0.5123966942148761,0.62,0.79999999999999993,0.0,1.7917594692280547,2.1639556568820564,2.4849066497880012,6.7721547170374681,0.0,1.0397207708399179,1.4648163848908129,1.7481554572476763,4.0973952271614094,0.0,0.86756322848146117,1.2148896539491203,1.4941751382893083,2.5142373533587885,0.0,0.56233514461880829,0.86756322848146117,1.0397207708399179,1.6094379124341005
11,0.0,0.83333333333333326,0.88775510204081631,0.91836734693877553,0.9964404280618312,0.0,0.61157024793388437,0.7407407407407407,0.81632653061224492,0.98040816326530611,0.0,0.5185185185185186,0.66666666666666674,0.754325259515571,0.90541344437834625,0.0,0.375,0.53125,0.625,0.79999999999999993,0.0,1.8937882323911377,2.2718685126965625,2.5665989181145106,5.9192075711190881,0.0,1.0986122886681096,1.5047882836811908,1.8343719702816237,4.0280282700137526,0.0,0.91646488553947125,1.2636544318820964,1.5247073930301436,2.4195006318174319,0.0,0.6108643020548935,0.89813700318786793,1.0608569471580214,1.6094379124341005
