CitationCount,CitingInstitutions_GiniSim_perc0,CitingInstitutions_GiniSim_perc25,CitingInstitutions_GiniSim_perc50,CitingInstitutions_GiniSim_perc75,CitingInstitutions_GiniSim_perc100,CitingCountries_GiniSim_perc0,CitingCountries_GiniSim_perc25,CitingCountries_GiniSim_perc50,CitingCountries_GiniSim_perc75,CitingCountries_GiniSim_perc100,CitingSubregions_GiniSim_perc0,CitingSubregions_GiniSim_perc25,CitingSubregions_GiniSim_perc50,CitingSubregions_GiniSim_perc75,CitingSubregions_GiniSim_perc100,CitingRegions_GiniSim_perc0,CitingRegions_GiniSim_perc25,CitingRegions_GiniSim_perc50,CitingRegions_GiniSim_perc75,CitingRegions_GiniSim_perc100,CitingInstitutions_Shannon_perc0,CitingInstitutions_Shannon_perc25,CitingInstitutions_Shannon_perc50,CitingInstitutions_Shannon_perc75,CitingInstitutions_Shannon_perc100,CitingCountries_Shannon_perc0,CitingCountries_Shannon_perc25,CitingCountries_Shannon_perc50,CitingCountries_Shannon_perc75,CitingCountries_Shannon_perc100,CitingSubregions_Shannon_perc0,CitingSubregions_Shannon_perc25,CitingSubregions_Shannon_perc50,CitingSubregions_Shannon_perc75,CitingSubregions_Shannon_perc100,CitingRegions_Shannon_perc0,CitingRegions_Shannon_perc25,CitingRegions_Shannon_perc50,CitingRegions_Shannon_perc75,CitingRegions_Shannon_perc100
2,0.0,0.0,0.5,0.66666666666666674,0.99880187113324281,0.0,0.0,0.0,0.5,0.9836322343174877,0.0,0.0,0.0,0.5,0.9216,0.0,0.0,0.0,0.44444444444444442,0.79999999999999993,0.0,0.0,0.69314718055994529,1.0986122886681096,6.7735158631564518,0.0,0.0,0.0,0.69314718055994529,4.1385194175286726,0.0,0.0,0.0,0.69314718055994529,2.5534545315306536,0.0,0.0,0.0,0.63651416829481278,1.6094379124341005
3,0.0,0.44444444444444442,0.56,0.75,0.99560441693027224,0.0,0.0,0.44444444444444442,0.625,0.97546813761068363,0.0,0.0,0.44444444444444442,0.5,0.91666666666666663,0.0,0.0,0.0,0.5,0.79999999999999993,0.0,0.63651416829481278,0.95027053923323468,1.3862943611198906,5.4280035292900539,0.0,0.0,0.63651416829481278,1.0397207708399179,3.7110380618833432,0.0,0.0,0.63651416829481278,0.69314718055994529,2.4849066497880012,0.0,0.0,0.0,0.69314718055994529,1.6094379124341005
4,0.0,0.5,0.66666666666666674,0.79999999999999993,0.99559763487999409,0.0,0.0,0.5,0.66666666666666674,0.97731568998109641,0.0,0.0,0.44444444444444442,0.625,0.91906721536351166,0.0,0.0,0.375,0.5,0.79999999999999993,0.0,0.69314718055994529,1.0986122886681096,1.6094379124341005,5.4331891699461163,0.0,0.0,0.69314718055994529,1.0986122886681096,3.7985045625517038,0.0,0.0,0.63651416829481278,1.0397207708399179,2.540036303820981,0.0,0.0,0.56233514461880829,0.69314718055994529,1.6094379124341005
5,0.0,0.56,0.75,0.82,0.99848875902929957,0.0,0.375,0.56,0.72,0.981310074759701,0.0,0.31999999999999984,0.5,0.65625,0.915576694411415,0.0,0.0,0.44444444444444442,0.5,0.79999999999999993,0.0,0.95027053923323468,1.3862943611198906,1.7917594692280547,6.54485624824424,0.0,0.56233514461880829,0.95027053923323468,1.3296613488547582,4.0258105505150477,0.0,0.50040242353818787,0.69314718055994529,1.0986122886681096,2.518554435966915,0.0,0.0,0.63651416829481278,0.86756322848146117,1.6094379124341005
6,0.0,0.66666666666666674,0.77777777777777779,0.84722222222222221,0.99452651716441709,0.0,0.44444444444444442,0.625,0.73469387755102045,0.97401210395158422,0.0,0.375,0.56,0.66666666666666674,0.90657439446366783,0.0,0.0,0.44444444444444442,0.5714285714285714,0.79999999999999993,0.0,1.0986122886681096,1.5607104090414063,1.945910149055313,5.2294317675717643,0.0,0.63651416829481278,1.0397207708399179,1.3862943611198906,3.8184581482281481,0.0,0.56233514461880829,0.95027053923323468,1.2424533248940002,2.4762471329830333,0.0,0.0,0.63651416829481278,0.95569989111253428,1.6094379124341005
7,0.0,0.71604938271604945,0.8125,0.86734693877551017,0.99632427772655974,0.0,0.48,0.65625,0.75,0.97661918839021766,0.0,0.40816326530612246,0.61111111111111116,0.7,0.90816326530612246,0.0,0.27777777777777768,0.46875,0.59375,0.79999999999999993,0.0,1.3296613488547582,1.7478680974667573,2.0794415416798357,5.6328486240022722,0.0,0.69314718055994529,1.0986122886681096,1.4941751382893083,3.8750346550755475,0.0,0.63651416829481278,1.0114042647073518,1.3208883431493219,2.4410152780267032,0.0,0.45056120886630463,0.67301166700925652,1.0042424730540764,1.6094379124341005
8,0.0,0.74556213017751471,0.83333333333333326,0.88541666666666663,0.99880322069596472,0.0,0.5,0.66666666666666674,0.77777777777777779,0.98312266082903754,0.0,0.44444444444444442,0.61224489795918369,0.72,0.91349480968858132,0.0,0.31999999999999984,0.48,0.61111111111111116,0.79999999999999993,0.0,1.3862943611198906,1.8343719702816237,2.1972245773362196,6.7745893541475422,0.0,0.796311640173813,1.2424533248940002,1.5607104090414063,4.1236664816572306,0.0,0.66156323815798213,1.0397207708399179,1.3321790402101223,2.5577938601077328,0.0,0.50040242353818787,0.69314718055994529,1.0114042647073518,1.6094379124341005
9,0.0,0.77655044527368877,0.84722222222222221,0.89295600907029482,0.99589490050446861,0.0,0.54,0.69822485207100593,0.78125,0.978224852071006,0.0,0.46000000000000008,0.625,0.72222222222222221,0.91906721536351166,0.0,0.31999999999999984,0.49586776859504145,0.61111111111111116,0.79999999999999993,0.0,1.5607104090414063,1.951259504143956,2.3025850929940455,5.6349088866591854,0.0,0.95027053923323468,1.3296613488547582,1.6674619334292946,3.8623594523670266,0.0,0.69314718055994529,1.0913030006468518,1.3896811919839047,2.53825844588553,0.0,0.50040242353818787,0.796311640173813,1.0114042647073518,1.6094379124341005
10,0.0,0.796875,0.86419753086419759,0.905,0.9987621707603771,0.0,0.5625,0.72,0.79999999999999993,0.98285147392290251,0.0,0.48979591836734704,0.64197530864197527,0.74,0.91654320987654314,0.0,0.37037037037037035,0.5,0.61224489795918369,0.79999999999999993,0.0,1.6769877743224173,2.0794415416798357,2.3978952727983707,6.7778866395574386,0.0,1.0027182645175161,1.3862943611198906,1.7328679513998633,4.1436725973977815,0.0,0.796311640173813,1.1682824501765625,1.4708084763221114,2.5257493663113757,0.0,0.56233514461880829,0.84868555772641718,1.0361987848192837,1.6094379124341005
11,0.0,0.8125,0.87573964497041423,0.91124260355029585,0.99573830270354924,0.0,0.59375,0.72727272727272729,0.8125,0.97315555555555555,0.0,0.5,0.65625,0.743801652892562,0.90666666666666662,0.0,0.375,0.51388888888888884,0.62,0.79999999999999993,0.0,1.7917594692280547,2.1660849392498291,2.488327743368588,5.5743177428683035,0.0,1.0397207708399179,1.4708084763221114,1.7677614722893293,3.7411174904172118,0.0,0.86756322848146117,1.2275294114572126,1.4941751382893083,2.4932812234640189,0.0,0.59826958858525725,0.88231092451507553,1.0397207708399179,1.6094379124341005
12,0.0,0.826530612244898,0.88775510204081631,0.91975308641975306,0.99876943697491827,0.0,0.61224489795918369,0.7407407407407407,0.81632653061224492,0.98203844403207174,0.0,0.52071005917159763,0.66666666666666674,0.75,0.91111111111111109,0.0,0.37869822485207094,0.53125,0.625,0.79999999999999993,0.0,1.8937882323911377,2.2718685126965625,2.5885731626821187,6.7825610458436971,0.0,1.1209503926735833,1.5229550675313184,1.8343719702816237,4.1190515739662432,0.0,0.93476989785827924,1.2676770290452555,1.5229550675313184,2.4771876186769282,0.0,0.63651416829481278,0.89820533970414984,1.0608569471580214,1.6094379124341005
13,0.0,0.84023668639053251,0.89439853076216713,0.9248,0.99692832467521164,0.0,0.625,0.75,0.82,0.97758381273556838,0.0,0.54545454545454541,0.67999999999999994,0.76,0.91471354166666663,0.0,0.40625,0.54166666666666663,0.62721893491124259,0.79289940828402372,0.0,1.9730014063936125,2.351673301904631,2.6643580804202447,5.7973745601007014,0.0,1.1786549963416462,1.5670812292933241,1.8866967846580787,4.0087607510461432,0.0,0.95569989111253428,1.2945451658448961,1.5595811562598769,2.5153812337290233,0.0,0.639031859650177,0.91606813701528755,1.0720169685631931,1.591095563595939
